Basin;Species;Status
Amazon;Geophagus.surinamensis;native
Amazon;Geophagus.winemilleri;native
Amazon;Gephyrocharax.chaparae;native
Amazon;Gephyrocharax.major;native
Amazon;Geryichthys.sterbai;native
Amazon;Gladioglanis.conquistador;native
Amazon;Gladioglanis.machadoi;native
Amazon;Glanapteryx.anguilla;native
Amazon;Glanapteryx.niobium;native
Amazon;Glanidium.albescens;native
Amazon;Glanidium.leopardum;native
Amazon;Pterygoplichthys.gibbiceps;native
Amazon;Pterygoplichthys.lituratus;native
Amazon;Pterygoplichthys.punctatus;native
Amazon;Pterygoplichthys.scrophus;native
Amazon;Pterygoplichthys.xinguensis;native
Amazon;Gnathocharax.steindachneri;native
Amazon;Gnathodolus.bidens;native
Amazon;Goeldiella.eques;native
Amazon;Gymnocorymbus.ternetzi;native
Amazon;Gymnocorymbus.thayeri;native
Amazon;Gymnorhamphichthys.hypostomus;native
Amazon;Gymnorhamphichthys.rondoni;native
Amazon;Gymnorhamphichthys.rosamariae;native
Amazon;Gymnotus.anguillaris;native
Amazon;Gymnotus.arapaima;native
Amazon;Gymnotus.carapo;native
Amazon;Gymnotus.cataniapo;native
Amazon;Gymnotus.coatesi;native
Amazon;Gymnotus.diamantinensis;native
Amazon;Gymnotus.javari;native
Amazon;Gymnotus.jonasi;native
Amazon;Gymnotus.mamiraua;native
Amazon;Gymnotus.melanopleura;native
Amazon;Gymnotus.onca;native
Amazon;Gymnotus.pantanal;native
Amazon;Gymnotus.pedanopterus;native
Amazon;Gymnotus.stenoleucus;native
Amazon;Gymnotus.ucamara;native
Amazon;Haemomaster.venezuelae;native
Amazon;Harttia.depressa;native
Amazon;Harttia.dissidens;native
Amazon;Harttia.trombetensis;native
Amazon;Harttia.uatumensis;native
Amazon;Hassar.orestis;native
Amazon;Helogenes.gouldingi;native
Amazon;Helogenes.marmoratus;native
Amazon;Hemibrycon.helleri;native
Amazon;Hemibrycon.huambonicus;native
Amazon;Hemibrycon.jelskii;native
Amazon;Hemibrycon.orcesi;native
Amazon;Hemibrycon.polyodon;native
Amazon;Hemibrycon.tridens;native
Amazon;Hemidoras.morrisi;native
Amazon;Hemidoras.stenopeltis;native
Amazon;Hemigrammus.analis;native
Amazon;Hemigrammus.barrigonae;native
Amazon;Hemigrammus.bellottii;native
Amazon;Hemigrammus.bleheri;native
Amazon;Hemigrammus.boesemani;native
Amazon;Hemigrammus.coeruleus;native
Amazon;Hemigrammus.cupreus;native
Amazon;Hemigrammus.elegans;native
Amazon;Hemigrammus.gracilis;native
Amazon;Hemigrammus.haraldi;native
Amazon;Hemigrammus.hyanuary;native
Amazon;Hemigrammus.levis;native
Amazon;Hemigrammus.luelingi;native
Amazon;Hemigrammus.lunatus;native
Amazon;Hemigrammus.marginatus;native
Amazon;Hemigrammus.megaceps;native
Amazon;Hemigrammus.melanochrous;native
Amazon;Hemigrammus.microstomus;native
Amazon;Hemigrammus.mimus;native
Amazon;Hemigrammus.neptunus;native
Amazon;Hemigrammus.ocellifer;native
Amazon;Hemigrammus.orthus;native
Amazon;Hemigrammus.pretoensis;native
Amazon;Hemigrammus.pulcher;native
Amazon;Hemigrammus.rhodostomus;native
Amazon;Hemigrammus.rodwayi;native
Amazon;Hemigrammus.schmardae;native
Amazon;Hemigrammus.stictus;native
Amazon;Hemigrammus.tridens;native
Amazon;Hemigrammus.unilineatus;native
Amazon;Hemigrammus.vorderwinkleri;native
Amazon;Hemiodontichthys.acipenserinus;native
Amazon;Hemiodus.amazonum;native
Amazon;Hemiodus.argenteus;native
Amazon;Hemiodus.atranalis;native
Amazon;Hemiodus.goeldii;native
Amazon;Hemiodus.gracilis;native
Amazon;Hemiodus.immaculatus;native
Amazon;Hemiodus.microlepis;native
Amazon;Hemiodus.quadrimaculatus;native
Amazon;Hemiodus.semitaeniatus;native
Amazon;Hemiodus.sterni;native
Amazon;Hemiodus.thayeria;native
Amazon;Hemiodus.unimaculatus;native
Amazon;Hemiodus.vorderwinkleri;native
Amazon;Pareiorhaphis.regani;native
Amazon;Hemisorubim.platyrhynchos;native
Amazon;Henonemus.macrops;native
Amazon;Henonemus.punctatus;native
Amazon;Heroina.isonycterina;native
Amazon;Heros.efasciatus;native
Amazon;Heros.notatus;native
Amazon;Heros.severus;native
Amazon;Heros.spurius;native
Amazon;Heterocharax.leptogrammus;native
Amazon;Heterocharax.macrolepis;native
Amazon;Heterocharax.virgulatus;native
Amazon;Sciades.couma;native
Amazon;Hoplarchus.psittacus;native
Amazon;Hoplerythrinus.unitaeniatus;native
Amazon;Hopliancistrus.tricornis;native
Amazon;Hoplias.macrophthalmus;native
Amazon;Hoplias.malabaricus;native
Amazon;Hoplocharax.goethei;native
Amazon;Hoplomyzon.papillatus;native
Amazon;Hoplosternum.littorale;native
Amazon;Horiomyzon.retropinnatus;native
Amazon;Hydrolycus.armatus;native
Amazon;Hydrolycus.scomberoides;native
Amazon;Hydrolycus.tatauaia;native
Amazon;Hydrolycus.wallacei;native
Amazon;Hypancistrus.inspector;native
Amazon;Hypancistrus.zebra;native
Amazon;Hyphessobrycon.agulha;native
Amazon;Hyphessobrycon.amapaensis;native
Amazon;Hyphessobrycon.anisitsi;native
Amazon;Hyphessobrycon.bentosi;native
Amazon;Hyphessobrycon.cachimbensis;native
Amazon;Hyphessobrycon.copelandi;native
Amazon;Hyphessobrycon.diancistrus;native
Amazon;Hyphessobrycon.epicharis;native
Amazon;Hyphessobrycon.eques;native
Amazon;Hyphessobrycon.erythrostigma;native
Amazon;Hyphessobrycon.frankei;native
Amazon;Hyphessobrycon.gracilior;native
Amazon;Hyphessobrycon.hasemani;native
Amazon;Hyphessobrycon.heliacus;native
Amazon;Hyphessobrycon.herbertaxelrodi;native
Amazon;Hyphessobrycon.heterorhabdus;native
Amazon;Hyphessobrycon.loretoensis;native
Amazon;Hyphessobrycon.loweae;native
Amazon;Hyphessobrycon.megalopterus;native
Amazon;Hyphessobrycon.melazonatus;native
Amazon;Hyphessobrycon.minimus;native
Amazon;Hyphessobrycon.moniliger;native
Amazon;Hyphessobrycon.mutabilis;native
Amazon;Hyphessobrycon.peruvianus;native
Amazon;Hyphessobrycon.pulchripinnis;native
Amazon;Hyphessobrycon.pyrrhonotus;native
Amazon;Hyphessobrycon.robustulus;native
Amazon;Hyphessobrycon.scholzei;native
Amazon;Hyphessobrycon.socolofi;native
Amazon;Hyphessobrycon.stramineus;native
Amazon;Hyphessobrycon.tenuis;native
Amazon;Hyphessobrycon.tropis;native
Amazon;Hyphessobrycon.tukunai;native
Amazon;Hyphessobrycon.vilmae;native
Amazon;Hypoclinemus.mentalis;native
Amazon;Hypodoras.forficulatus;native
Amazon;Hypophthalmus.edentatus;native
Amazon;Hypophthalmus.fimbriatus;native
Amazon;Hypophthalmus.marginatus;native
Amazon;Hypophthalmus.oremaculatus;native
Amazon;Hypopomus.artedi;native
Amazon;Hypoptopoma.thoracatum;native
Amazon;Hypoptopoma.gulare;native
Amazon;Hypoptopoma.psilogaster;native
Amazon;Hypoptopoma.steindachneri;native
Amazon;Hypopygus.lepturus;native
Amazon;Hypopygus.neblinae;native
Amazon;Hyporhamphus.brederi;native
Amazon;Hypostomus.bolivianus;native
Amazon;Hypostomus.carinatus;native
Amazon;Hypostomus.cochliodon;native
Amazon;Hypostomus.fonchii;native
Amazon;Hypostomus.hemicochliodon;native
Amazon;Hypostomus.hoplonites;native
Amazon;Hypostomus.levis;native
Amazon;Hypostomus.longiradiatus;native
Amazon;Hypostomus.niceforoi;native
Amazon;Hypostomus.oculeus;native
Amazon;Hypostomus.pantherinus;native
Amazon;Hypostomus.plecostomus;native
Amazon;Hypostomus.punctatus;native
Amazon;Hypostomus.pyrineusi;native
Amazon;Hypostomus.rondoni;native
Amazon;Hypostomus.sculpodon;native
Amazon;Hypostomus.varimaculosus;native
Amazon;Hypselecara.coryphaenoides;native
Amazon;Hypselecara.temporalis;native
Amazon;Iguanodectes.adujai;native
Amazon;Iguanodectes.geisleri;native
Amazon;Iguanodectes.gracilis;native
Amazon;Iguanodectes.polylepis;native
Amazon;Iguanodectes.purusii;native
Amazon;Iguanodectes.rachovii;native
Amazon;Iguanodectes.spilurus;native
Amazon;Iguanodectes.variatus;native
Amazon;Ilisha.amazonica;native
Amazon;Imparfinis.cochabambae;native
Amazon;Imparfinis.guttatus;native
Amazon;Imparfinis.hasemani;native
Amazon;Imparfinis.longicaudus;native
Amazon;Imparfinis.nemacheir;native
Amazon;Imparfinis.parvus;native
Amazon;Imparfinis.pristos;native
Amazon;Imparfinis.pseudonemacheir;native
Amazon;Imparfinis.stictonotus;native
Amazon;Inpaichthys.kerri;native
Amazon;Iracema.caiana;native
Amazon;Ituglanis.amazonicus;native
Amazon;Ituglanis.parkoi;native
Amazon;Jupiaba.acanthogaster;native
Amazon;Jupiaba.anteroides;native
Amazon;Jupiaba.apenima;native
Amazon;Jupiaba.asymmetrica;native
Amazon;Jupiaba.atypindi;native
Amazon;Jupiaba.minor;native
Amazon;Jupiaba.mucronata;native
Amazon;Jupiaba.pirana;native
Amazon;Jupiaba.polylepis;native
Amazon;Jupiaba.poranga;native
Amazon;Jupiaba.scologaster;native
Amazon;Jupiaba.yarina;native
Amazon;Jupiaba.zonata;native
Amazon;Jurengraulis.juruensis;native
Amazon;Klausewitzia.ritae;native
Amazon;Knodus.breviceps;native
Amazon;Knodus.caquetae;native
Amazon;Knodus.delta;native
Amazon;Knodus.gamma;native
Amazon;Knodus.heteresthes;native
Amazon;Knodus.hypopterus;native
Amazon;Knodus.moenkhausii;native
Amazon;Knodus.orteguasae;native
Amazon;Knodus.septentrionalis;native
Amazon;Knodus.smithi;native
Amazon;Knodus.victoriae;native
Amazon;Kryptolebias.campelloi;native
Amazon;Laemolyta.fasciata;native
Amazon;Laemolyta.garmani;native
Amazon;Laemolyta.macra;native
Amazon;Laemolyta.nitens;native
Amazon;Laemolyta.proxima;native
Amazon;Laemolyta.taeniata;native
Amazon;Laemolyta.varia;native
Amazon;Laetacara.curviceps;native
Amazon;Laetacara.dorsigera;native
Amazon;Laetacara.flavilabris;native
Amazon;Laetacara.thayeri;native
Amazon;Lamontichthys.filamentosus;native
Amazon;Lamontichthys.stibaros;native
Amazon;Lasiancistrus.schomburgkii;native
Amazon;Lasiancistrus.heteracanthus;native
Amazon;Peckoltia.multispinis;native
Amazon;Lasiancistrus.guacharote;native
Amazon;Lebiasina.bimaculata;native
Amazon;Lebiasina.intermedia;native
Amazon;Leiarius.marmoratus;native
Amazon;Leiarius.pictus;native
Amazon;Lepidosiren.paradoxa;native
Amazon;Leporacanthicus.galaxias;native
Amazon;Leporacanthicus.heterodon;native
Amazon;Leporacanthicus.joselimai;native
Amazon;Leporellus.vittatus;native
Amazon;Leporinus.acutidens;native
Amazon;Leporinus.affinis;native
Amazon;Leporinus.agassizii;native
Amazon;Leporinus.alternus;native
Amazon;Leporinus.arcus;native
Amazon;Leporinus.aripuanaensis;native
Amazon;Leporinus.bimaculatus;native
Amazon;Leporinus.bleheri;native
Amazon;Leporinus.brunneus;native
Amazon;Leporinus.cylindriformis;native
Amazon;Leporinus.desmotes;native
Amazon;Leporinus.falcipinnis;native
Amazon;Leporinus.fasciatus;native
Amazon;Leporinus.friderici;native
Amazon;Leporinus.gomesi;native
Amazon;Leporinus.holostictus;native
Amazon;Leporinus.jamesi;native
Amazon;Leporinus.jatuncochi;native
Amazon;Hypomasticus.julii;native
Amazon;Leporinus.klausewitzi;native
Amazon;Leporinus.maculatus;native
Amazon;Leporinus.melanostictus;native
Amazon;Leporinus.moralesi;native
Amazon;Leporinus.multifasciatus;native
Amazon;Leporinus.nattereri;native
Amazon;Leporinus.niceforoi;native
Amazon;Leporinus.nigrotaeniatus;native
Amazon;Leporinus.obtusidens;native
Amazon;Leporinus.octofasciatus;native
Amazon;Leporinus.octomaculatus;native
Amazon;Leporinus.ortomaculatus;native
Amazon;Hypomasticus.pachycheilus;native
Amazon;Leporinus.pachyurus;native
Amazon;Leporinus.parae;native
Amazon;Leporinus.paralternus;native
Amazon;Leporinus.pearsoni;native
Amazon;Leporinus.pellegrinii;native
Amazon;Leporinus.pitingai;native
Amazon;Leporinus.reticulatus;native
Amazon;Leporinus.sexstriatus;native
Amazon;Leporinus.steyermarki;native
Amazon;Leporinus.striatus;native
Amazon;Leporinus.subniger;native
Amazon;Leporinus.trifasciatus;native
Amazon;Leporinus.trimaculatus;native
Amazon;Leporinus.uatumaensis;native
Amazon;Leporinus.wolfei;native
Amazon;Leptagoniates.pi;native
Amazon;Leptagoniates.steindachneri;native
Amazon;Lepthoplosternum.altamazonicum;native
Amazon;Lepthoplosternum.beni;native
Amazon;Leptobrycon.jatuaranae;native
Amazon;Leptocharacidium.omospilus;native
Amazon;Leptodoras.acipenserinus;native
Amazon;Leptodoras.copei;native
Amazon;Leptodoras.hasemani;native
Amazon;Leptodoras.juruensis;native
Amazon;Leptodoras.linnelli;native
Amazon;Leptodoras.myersi;native
Amazon;Leptodoras.praelongus;native
Amazon;Leptorhamdia.marmorata;native
Amazon;Leptorhamdia.schultzi;native
Amazon;Limatulichthys.griseus;native
Amazon;Liosomadoras.morrowi;native
Amazon;Liosomadoras.oncinus;native
Amazon;Lipopterichthys.carrioni;native
Amazon;Lithodoras.dorsalis;native
Amazon;Lithoxus.bovallii;native
Amazon;Lonchogenys.ilisha;native
Amazon;Loricaria.cataphracta;native
Amazon;Loricaria.clavipinna;native
Amazon;Loricaria.simillima;native
Amazon;Loricariichthys.acutus;native
Amazon;Loricariichthys.cashibo;native
Amazon;Loricariichthys.chanjoo;native
Amazon;Loricariichthys.hauxwelli;native
Amazon;Loricariichthys.maculatus;native
Amazon;Loricariichthys.nudirostris;native
Amazon;Loricariichthys.platymetopon;native
Amazon;Loricariichthys.stuebelii;native
Amazon;Loricariichthys.ucayalensis;native
Amazon;Luciopimelodus.pati;native
Amazon;Lycengraulis.batesii;native
Amazon;Lycengraulis.grossidens;native
Amazon;Macropsobrycon.xinguensis;native
Amazon;Magosternarchus.duccis;native
Amazon;Magosternarchus.raptor;native
Amazon;Malacoglanis.gelatinosus;native
Amazon;Markiana.nigripinnis;native
Amazon;Mastiglanis.asopos;native
Amazon;Megadontognathus.kaitukaensis;native
Amazon;Megalechis.thoracata;native
Amazon;Megalocentor.echthrus;native
Amazon;Megalodoras.uranoscopus;native
Amazon;Megalonema.platanum;native
Amazon;Megalonema.platycephalum;native
Amazon;Melanocharacidium.compressus;native
Amazon;Melanocharacidium.depressum;native
Amazon;Melanocharacidium.dispilomma;native
Amazon;Melanocharacidium.pectorale;native
Amazon;Melanocharacidium.rex;native
Amazon;Mesonauta.acora;native
Amazon;Mesonauta.festivus;native
Amazon;Mesonauta.guyanae;native
Amazon;Mesonauta.insignis;native
Amazon;Mesonauta.mirificus;native
Amazon;Metynnis.argenteus;native
Amazon;Metynnis.fasciatus;native
Amazon;Metynnis.guaporensis;native
Amazon;Metynnis.hypsauchen;native
Amazon;Metynnis.lippincottianus;native
Amazon;Metynnis.luna;native
Amazon;Metynnis.maculatus;native
Amazon;Microcharacidium.geryi;native
Amazon;Microcharacidium.gnomus;native
Amazon;Microcharacidium.weitzmani;native
Amazon;Microgenys.lativirgata;native
Amazon;Microgenys.weyrauchi;native
Amazon;Microglanis.pellopterygius;native
Amazon;Microglanis.zonatus;native
Amazon;Micromischodus.sugillatus;native
Amazon;Micromyzon.akamai;native
Amazon;Microphilypnus.amazonicus;native
Amazon;Microphilypnus.macrostoma;native
Amazon;Microphilypnus.ternetzi;native
Amazon;Micropoecilia.branneri;native
Amazon;Poecilia.parae;native
Amazon;Micropoecilia.picta;native
Amazon;Microschemobrycon.callops;native
Amazon;Microschemobrycon.casiquiare;native
Amazon;Microschemobrycon.elongatus;native
Amazon;Microschemobrycon.geisleri;native
Amazon;Microschemobrycon.guaporensis;native
Amazon;Microschemobrycon.melanotus;native
Amazon;Microschemobrycon.meyburgi;native
Amazon;Microsternarchus.bilineatus;native
Amazon;Mikrogeophagus.altispinosus;native
Amazon;Miuroglanis.platycephalus;native
Amazon;Moema.pepotei;native
Amazon;Moema.piriana;native
Amazon;Moema.portugali;native
Amazon;Moema.staecki;native
Amazon;Moenkhausia.affinis;native
Amazon;Moenkhausia.agnesae;native
Amazon;Moenkhausia.atahualpiana;native
Amazon;Moenkhausia.barbouri;native
Amazon;Moenkhausia.ceros;native
Amazon;Moenkhausia.chrysargyrea;native
Amazon;Moenkhausia.collettii;native
Amazon;Moenkhausia.comma;native
Amazon;Moenkhausia.copei;native
Amazon;Moenkhausia.cotinho;native
Amazon;Moenkhausia.dichroura;native
Amazon;Moenkhausia.diktyota;native
Amazon;Moenkhausia.dorsinuda;native
Amazon;Moenkhausia.gracilima;native
Amazon;Moenkhausia.grandisquamis;native
Amazon;Moenkhausia.hasemani;native
Amazon;Moenkhausia.intermedia;native
Amazon;Moenkhausia.jamesi;native
Amazon;Moenkhausia.justae;native
Amazon;Moenkhausia.lata;native
Amazon;Moenkhausia.latissima;native
Amazon;Moenkhausia.lepidura;native
Amazon;Moenkhausia.levidorsa;native
Amazon;Moenkhausia.margitae;native
Amazon;Moenkhausia.megalops;native
Amazon;Moenkhausia.melogramma;native
Amazon;Moenkhausia.miangi;native
Amazon;Moenkhausia.naponis;native
Amazon;Moenkhausia.newtoni;native
Amazon;Moenkhausia.nigromarginata;native
Amazon;Moenkhausia.oligolepis;native
Amazon;Moenkhausia.orteguasae;native
Amazon;Moenkhausia.ovalis;native
Amazon;Moenkhausia.phaeonota;native
Amazon;Moenkhausia.robertsi;native
Amazon;Moenkhausia.sanctaefilomenae;native
Amazon;Moenkhausia.simulata;native
Amazon;Moenkhausia.takasei;native
Amazon;Moenkhausia.xinguensis;native
Amazon;Monocirrhus.polyacanthus;native
Amazon;Monotocheirodon.pearsoni;native
Amazon;Mylesinus.paraschomburgkii;native
Amazon;Myleus.arnoldi;native
Amazon;Myleus.asterias;native
Amazon;Myleus.levis;native
Amazon;Myleus.lobatus;native
Amazon;Myleus.rhomboidalis;native
Amazon;Myleus.schomburgkii;native
Amazon;Myleus.setiger;native
Amazon;Myleus.tiete;native
Amazon;Myleus.torquatus;native
Amazon;Myloplus.rubripinnis;native
Amazon;Mylossoma.aureum;native
Amazon;Mylossoma.duriventre;native
Amazon;Myoglanis.koepckei;native
Amazon;Nannacara.adoketa;native
Amazon;Nannacara.taenia;native
Amazon;Nannoglanis.fasciatus;native
Amazon;Hypoptopoma.spectabile;native
Amazon;Hypoptopoma.sternoptychum;native
Amazon;Nannostomus.anduzei;native
Amazon;Nannostomus.beckfordi;native
Amazon;Nannostomus.britskii;native
Amazon;Nannostomus.digrammus;native
Amazon;Nannostomus.eques;native
Amazon;Nannostomus.harrisoni;native
Amazon;Nannostomus.limatus;native
Amazon;Nannostomus.marginatus;native
Amazon;Nannostomus.marilynae;native
Amazon;Nannostomus.mortenthaleri;native
Amazon;Nannostomus.trifasciatus;native
Amazon;Nannostomus.unifasciatus;native
Amazon;Neblinichthys.pilosus;native
Amazon;Nemadoras.elongatus;native
Amazon;Nemadoras.hemipeltis;native
Amazon;Nemadoras.humeralis;native
Amazon;Nemadoras.leporhinus;native
Amazon;Nemadoras.trimaculatus;native
Amazon;Nemuroglanis.lanceolatus;native
Amazon;Nemuroglanis.pauciradiatus;native
Amazon;Neofundulus.guaporensis;native
Amazon;Niobichthys.ferrarisi;native
Amazon;Ochmacanthus.alternus;native
Amazon;Ochmacanthus.batrachostomus;native
Amazon;Ochmacanthus.orinoco;native
Amazon;Ochmacanthus.reinhardtii;native
Amazon;Odontocharacidium.aphanes;native
Amazon;Odontostilbe.dierythrura;native
Amazon;Odontostilbe.fugitiva;native
Amazon;Odontostilbe.paraguayensis;native
Amazon;Odontostilbe.roloffi;native
Amazon;Odontostilbe.stenodon;native
Amazon;Oligancistrus.punctatissimus;native
Amazon;Oligosarcus.schindleri;native
Amazon;Opsodoras.boulengeri;native
Amazon;Opsodoras.morei;native
Amazon;Opsodoras.stuebelii;native
Amazon;Opsodoras.ternetzi;native
Amazon;Oreochromis.niloticus;exotic
Amazon;Orestias.agassizii;native
Amazon;Orestias.empyraeus;native
Amazon;Orestias.gymnotus;native
Amazon;Orestias.jussiei;native
Amazon;Orestias.mundus;native
Amazon;Orestias.pentlandii;native
Amazon;Orestias.polonorum;native
Amazon;Orestias.ututo;native
Amazon;Orthosternarchus.tamandua;native
Amazon;Ossubtus.xinguense;native
Amazon;Osteoglossum.bicirrhosum;native
Amazon;Osteoglossum.ferreirai;native
Amazon;Othonocheirodus.eigenmanni;native
Amazon;Otocinclus.caxarari;native
Amazon;Otocinclus.hoppei;native
Amazon;Otocinclus.huaorani;native
Amazon;Otocinclus.macrospilus;native
Amazon;Otocinclus.mariae;native
Amazon;Otocinclus.mura;native
Amazon;Otocinclus.vestitus;native
Amazon;Otocinclus.vittatus;native
Amazon;Oxybrycon.parvulus;native
Amazon;Oxydoras.kneri;native
Amazon;Oxydoras.niger;native
Amazon;Oxyropsis.acutirostra;native
Amazon;Oxyropsis.carinata;native
Amazon;Oxyropsis.wrightiana;native
Amazon;Pachypops.fourcroi;native
Amazon;Pachypops.pigmaeus;native
Amazon;Pachypops.trifilis;native
Amazon;Pachyurus.calhamazon;native
Amazon;Pachyurus.gabrielensis;native
Amazon;Pachyurus.junki;native
Amazon;Pachyurus.schomburgkii;native
Amazon;Pachyurus.stewarti;native
Amazon;Pamphorichthys.araguaiensis;native
Amazon;Pamphorichthys.minor;native
Amazon;Pamphorichthys.scalpridens;native
Amazon;Panaqolus.albomaculatus;native
Amazon;Panaqolus.changae;native
Amazon;Panaqolus.dentex;native
Amazon;Panaqolus.gnomus;native
Amazon;Panaque.nigrolineatus;native
Amazon;Panaqolus.nocturnus;native
Amazon;Panaqolus.purusiensis;native
Amazon;Paracanthopoma.parva;native
Amazon;Paracheirodon.axelrodi;native
Amazon;Paracheirodon.innesi;native
Amazon;Paracheirodon.simulans;native
Amazon;Paragoniates.alburnus;native
Amazon;Parancistrus.aurantiacus;native
Amazon;Parapteronotus.hasemani;native
Amazon;Parastegophilus.maculatus;native
Amazon;Paratrygon.aiereba;native
Amazon;Parecbasis.cyclolepis;native
Amazon;Pareiodon.microps;native
Amazon;Pariolius.armillatus;native
Amazon;Parodon.bifasciatus;native
Amazon;Parodon.buckleyi;native
Amazon;Parodon.carrikeri;native
Amazon;Parodon.nasus;native
Amazon;Parodon.pongoensis;native
Amazon;Parotocinclus.amazonensis;native
Amazon;Parotocinclus.aripuanensis;native
Amazon;Parotocinclus.eppleyi;native
Amazon;Parotocinclus.longirostris;native
Amazon;Parotocinclus.polyochrus;native
Amazon;Peckoltia.bachi;native
Amazon;Peckoltia.braueri;native
Amazon;Peckoltia.brevis;native
Amazon;Peckoltia.furcata;native
Amazon;Peckoltia.vittata;native
Amazon;Peckoltia.oligospila;native
Amazon;Hemiancistrus.sabaji;native
Amazon;Hemiancistrus.snethlageae;native
Amazon;Peckoltia.vermiculata;native
Amazon;Pellona.castelnaeana;native
Amazon;Pellona.flavipinnis;native
Amazon;Petilipinnis.grunniens;native
Amazon;Petitella.georgiae;native
Amazon;Phenacogaster.beni;native
Amazon;Phenacogaster.megalostictus;native
Amazon;Phenacogaster.microstictus;native
Amazon;Phenacogaster.pectinatus;native
Amazon;Phenacorhamdia.boliviana;native
Amazon;Phenacorhamdia.nigrolineata;native
Amazon;Phractocephalus.hemioliopterus;native
Amazon;Phreatobius.cisternarum;native
Amazon;Physopyxis.lyra;native
Amazon;Piabarchus.analis;native
Amazon;Piabucina.elongata;native
Amazon;Piabucina.unitaeniata;native
Amazon;Piabucus.caudomaculatus;native
Amazon;Piabucus.dentatus;native
Amazon;Piabucus.melanostoma;native
Amazon;Piaractus.brachypomus;native
Amazon;Pimelodella.altipinnis;native
Amazon;Pimelodella.boliviana;native
Amazon;Pimelodella.breviceps;native
Amazon;Pimelodella.buckleyi;native
Amazon;Pimelodella.chaparae;native
Amazon;Pimelodella.conquetaensis;native
Amazon;Pimelodella.cristata;native
Amazon;Pimelodella.cyanostigma;native
Amazon;Pimelodella.gracilis;native
Amazon;Pimelodella.hartwelli;native
Amazon;Pimelodella.hasemani;native
Amazon;Pimelodella.howesi;native
Amazon;Pimelodella.itapicuruensis;native
Amazon;Pimelodella.montana;native
Amazon;Pimelodella.mucosa;native
Amazon;Pimelodella.nigrofasciata;native
Amazon;Pimelodella.ophthalmica;native
Amazon;Pimelodella.peruana;native
Amazon;Pimelodella.peruensis;native
Amazon;Pimelodella.roccae;native
Amazon;Pimelodella.serrata;native
Amazon;Pimelodella.steindachneri;native
Amazon;Pimelodina.flavipinnis;native
Amazon;Pimelodus.albofasciatus;native
Amazon;Pimelodus.altissimus;native
Amazon;Pimelodus.blochii;native
Amazon;Pimelodus.jivaro;native
Amazon;Pimelodus.maculatus;native
Amazon;Pimelodus.microstoma;native
Amazon;Pimelodus.ornatus;native
Amazon;Pimelodus.pictus;native
Amazon;Pinirampus.pirinampu;native
Amazon;Pituna.compacta;native
Amazon;Plagioscion.auratus;native
Amazon;Plagioscion.montei;native
Amazon;Plagioscion.squamosissimus;native
Amazon;Plagioscion.surinamensis;native
Amazon;Planiloricaria.cryptodon;native
Amazon;Platydoras.costatus;native
Amazon;Platynematichthys.notatus;native
Amazon;Platysilurus.malarmo;native
Amazon;Platysilurus.mucosus;native
Amazon;Platystomatichthys.sturio;native
Amazon;Platyurosternarchus.macrostomus;native
Amazon;Plectrochilus.diabolicus;native
Amazon;Plectrochilus.machadoi;native
Amazon;Plectrochilus.wieneri;native
Amazon;Plesiotrygon.iwamae;native
Amazon;Pnictes.asphyxiatus;native
Amazon;Poecilocharax.weitzmani;native
Amazon;Poptella.brevispina;native
Amazon;Poptella.compressa;native
Amazon;Porotergus.gimbeli;native
Amazon;Porotergus.gymnotus;native
Amazon;Potamorhina.altamazonica;native
Amazon;Potamorhina.latior;native
Amazon;Potamorhina.pristigaster;native
Amazon;Potamorrhaphis.eigenmanni;native
Amazon;Potamorrhaphis.guianensis;native
Amazon;Potamorrhaphis.petersi;native
Amazon;Potamotrygon.falkneri;native
Amazon;Potamotrygon.constellata;native
Amazon;Potamotrygon.hystrix;native
Amazon;Potamotrygon.leopoldi;native
Amazon;Potamotrygon.motoro;native
Amazon;Potamotrygon.orbignyi;native
Amazon;Potamotrygon.schroederi;native
Amazon;Potamotrygon.scobina;native
Amazon;Priocharax.ariel;native
Amazon;Priocharax.pygmaeus;native
Amazon;Prionobrama.filigera;native
Amazon;Pristella.maxillaris;native
Amazon;Pristigaster.cayana;native
Amazon;Pristigaster.whiteheadi;native
Amazon;Pristis.pectinata;native
Amazon;Pristis.pristis;native
Amazon;Pristobrycon.aureus;native
Amazon;Pristobrycon.calmoni;native
Amazon;Pristobrycon.maculipinnis;native
Amazon;Pristobrycon.striolatus;native
Amazon;Prochilodus.britskii;native
Amazon;Prochilodus.mariae;native
Amazon;Prochilodus.nigricans;native
Amazon;Prochilodus.reticulatus;native
Amazon;Prochilodus.rubrotaeniatus;native
Amazon;Prodontocharax.alleni;native
Amazon;Prodontocharax.howesi;native
Amazon;Prodontocharax.melanotus;native
Amazon;Propimelodus.eigenmanni;native
Amazon;Psectrogaster.amazonica;native
Amazon;Psectrogaster.ciliata;native
Amazon;Psectrogaster.curviventris;native
Amazon;Psectrogaster.essequibensis;native
Amazon;Psectrogaster.falcata;native
Amazon;Psectrogaster.rutiloides;native
Amazon;Pseudacanthicus.histrix;native
Amazon;Pseudacanthicus.spinosus;native
Amazon;Pseudanos.gracilis;native
Amazon;Pseudanos.irinae;native
Amazon;Pseudanos.trimaculatus;native
Amazon;Pseudepapterus.cucuhyensis;native
Amazon;Pseudepapterus.hasemani;native
