Basin;Species;Status
Acisu;Anguilla.anguilla;native
Acisu;Aphanius.anatoliae;native
Acisu;Clarias.gariepinus;native
Acisu;Dicentrarchus.labrax;native
Acisu;Gambusia.affinis;exotic
Acisu;Liza.ramada;native
Acisu;Mugil.cephalus;native
Acisu;Vimba.vimba;native
Aconcagua;Basilichthys.australis;native
Aconcagua;Basilichthys.microlepidotus;native
Aconcagua;Brachygalaxias.bullocki;native
Aconcagua;Carassius.carassius;exotic
Aconcagua;Cheirodon.pisciculus;native
Aconcagua;Cyprinus.carpio;exotic
Aconcagua;Diplomystes.chilensis;native
Aconcagua;Galaxias.maculatus;native
Aconcagua;Gambusia.affinis;exotic
Aconcagua;Gambusia.holbrooki;exotic
Aconcagua;Mordacia.lapicida;native
Aconcagua;Mugil.cephalus;native
Aconcagua;Odontesthes.brevianalis;native
Aconcagua;Odontesthes.nigricans;native
Aconcagua;Odontesthes.regia;native
Aconcagua;Oncorhynchus.mykiss;exotic
Aconcagua;Percichthys.melanops;native
Aconcagua;Percichthys.trucha;native
Aconcagua;Percilia.gillissi;native
Aconcagua;Percilia.irwini;native
Aconcagua;Salmo.trutta;exotic
Aconcagua;Trichomycterus.areolatus;native
Adako.un;Anguilla.japonica;native
Adako.un;Carassius.auratus;exotic
Adako.un;Leucopsarion.petersii;native
Adako.un;Luciogobius.guttatus;native
Adako.un;Oryzias.latipes;native
Adako.un;Rhinogobius.flumineus;native
Adako.un;Rhinogobius.giurinus;native
Adako.un;Tridentiger.brevispinis;native
Adako.un;Tridentiger.obscurus;native
Adana;Barbus.arabicus;native
Adana;Cyprinion.acinaces.acinaces;native
Adana;Garra.quadrimaculata;native
Adelaide;Ambassis.interrupta;native
Adelaide;Hemiarius.dioctes;native
Adelaide;Leptachirus.klunzingeri;native
Adelaide;Carcharhinus.leucas;native
Adelaide;Cinetodus.froggatti;native
Adelaide;Cynoglossus.heterolepis;native
Adelaide;Eleutheronema.tetradactylum;native
Adelaide;Glossogobius.aureus;native
Adelaide;Herklotsichthys.gotoi;native
Adelaide;Kurtus.gulliveri;native
Adelaide;Lates.calcarifer;native
Adelaide;Leiognathus.equulus;native
Adelaide;Liza.alata;native
Adelaide;Chelon.subviridis;native
Adelaide;Chelon.planiceps;native
Adelaide;Nematalosa.erebi;native
Adelaide;Nibea.squamosa;native
Adelaide;Polydactylus.macrochir;native
Adelaide;Pristis.microdon;native
Adelaide;Rhinomugil.nasutus;native
Adelaide;Strongylura.krefftii;native
Adelaide;Toxotes.chatareus;native
Adour;Abramis.brama;native
Adour;Alburnus.alburnus;native
Adour;Alosa.fallax;native
Adour;Ameiurus.melas;exotic
Adour;Anguilla.anguilla;native
Adour;Barbatula.barbatula;native
Adour;Barbus.barbus;native
Adour;Blicca.bjoerkna;exotic
Adour;Carassius.carassius;exotic
Adour;Carassius.gibelio;exotic
Adour;Chelon.labrosus;native
Adour;Parachondrostoma.toxostoma;native
Adour;Cottus.gobio;native
Adour;Cyprinus.carpio;exotic
Adour;Esox.lucius;native
Adour;Gambusia.affinis;exotic
Adour;Gasterosteus.aculeatus;native
Adour;Gobio.gobio;native
Adour;Lampetra.fluviatilis;native
Adour;Lampetra.planeri;native
Adour;Lepomis.gibbosus;exotic
Adour;Squalius.cephalus;native
Adour;Leuciscus.leuciscus;native
Adour;Liza.ramada;native
Adour;Micropterus.salmoides;exotic
Adour;Mugil.cephalus;native
Adour;Oncorhynchus.mykiss;exotic
Adour;Perca.fluviatilis;exotic
Adour;Petromyzon.marinus;native
Adour;Phoxinus.phoxinus;native
Adour;Platichthys.flesus;native
Adour;Rutilus.rutilus;native
Adour;Salmo.salar;native
Adour;Salmo.trutta;native
Adour;Salvelinus.alpinus.alpinus;exotic
Adour;Salvelinus.fontinalis;exotic
Adour;Salvelinus.namaycush;exotic
Adour;Sander.lucioperca;exotic
Adour;Scardinius.erythrophthalmus;native
Adour;Thymallus.thymallus;exotic
Adour;Tinca.tinca;native
Agneby;Afronandus.sheljuzhkoi;native
Agneby;Amphilius.atesuensis;native
Agneby;Nimbapanchax.petersi;native
Agneby;Poropanchax.rancureli;native
Agneby;Aplocheilichthys.spilauchen;native
Agneby;Awaous.lateristriga;native
Agneby;Barbus.ablabes;native
Agneby;Barbus.callipterus;native
Agneby;Clypeobarbus.hypsolepis;native
Agneby;Barbus.punctitaeniatus;native
Agneby;Barbus.trispilos;native
Agneby;Brienomyrus.brachyistius;native
Agneby;Paramormyrops.kingsleyae;native
Agneby;Brycinus.longipinnis;native
Agneby;Brycinus.nurse;native
Agneby;Chromidotilapia.guntheri;native
Agneby;Chrysichthys.maurus;native
Agneby;Citharinus.eburneensis;native
Agneby;Clarias.anguillaris;native
Agneby;Clarias.buettikoferi;native
Agneby;Clarias.ebriensis;native
Agneby;Ctenopoma.kingsleyae;native
Agneby;Dormitator.lebretonis;native
Agneby;Eleotris.vittata;native
Agneby;Epiplatys.bifasciatus;native
Agneby;Epiplatys.chaperi;native
Agneby;Fundulopanchax.walkeri;native
Agneby;Hemichromis.fasciatus;native
Agneby;Hepsetus.odoe;native
Agneby;Heterobranchus.isopterus;native
Agneby;Kribia.kribensis;native
Agneby;Marcusenius.furcidens;native
Agneby;Marcusenius.ussheri;native
Agneby;Micralestes.occidentalis;native
Agneby;Mormyrus.hasselquistii;native
Agneby;Mormyrus.rume;native
Agneby;Nannocharax.fasciatus;native
Agneby;Nematogobius.maindroni;native
Agneby;Notoglanidium.walkeri;native
Agneby;Papyrocranus.afer;native
Agneby;Parailia.pellucida;native
Agneby;Pellonula.vorax;native
Agneby;Petrocephalus.bovei;native
Agneby;Pollimyrus.isidori;native
Agneby;Schilbe.intermedius;native
Agneby;Schilbe.mandibularis;native
Agneby;Synodontis.schall;native
Agneby;Thysochromis.ansorgii;native
Agneby;Tilapia.mariae;native
Agneby;Tylochromis.intermedius;native
Agrioun;Barbus.callensis;native
Agrioun;Pseudophoxinus.callensis;native
Aguan;Alfaro.huberi;native
Aguan;Amphilophus.longimanus;native
Aguan;Amatitlania.nigrofasciata;native
Aguan;Cryptoheros.spilurus;native
Aguan;Astyanax.fasciatus;native
Aguan;Belonesox.belizanus;native
Aguan;Gambusia.nicaraguensis;native
Aguan;Gymnotus.cylindricus;native
Aguan;Heterandria.bimaculata;native
Aguan;Parachromis.dovii;native
Aguan;Parachromis.friedrichsthalii;native
Aguan;Parachromis.managuensis;native
Aguan;Phallichthys.amates;native
Aguan;Poecilia.mexicana;native
Aguan;Rhamdia.quelen;native
Aguan;Synbranchus.marmoratus;native
Aguan;Paraneetroplus.maculicauda;native
Aguan;Xiphophorus.hellerii;native
Ahaggar;Barbus.callensis;native
Ahaggar;Barbus.deserti;native
Ahaggar;Clarias.anguillaris;native
Ahaggar;Clarias.gariepinus;native
Ahaggar;Tilapia.zillii;native
Aksu;Anguilla.anguilla;native
Aksu;Aphanius.anatoliae;native
Aksu;Aphanius.mento;native
Aksu;Cobitis.simplicispina;native
Aksu;Cyprinus.carpio;exotic
Aksu;Gambusia.affinis;exotic
Aksu;Pseudophoxinus.handlirschi;native
Aksu;Pseudorasbora.parva;exotic
Aksu;Sander.lucioperca;exotic
Aksu;Vimba.vimba;native
Alabama;Acipenser.fulvescens;native
Alabama;Acipenser.oxyrinchus;native
Alabama;Agonostomus.monticola;native
Alabama;Alosa.aestivalis;native
Alabama;Alosa.alabamae;native
Alabama;Alosa.chrysochloris;native
Alabama;Ambloplites.ariommus;native
Alabama;Ameiurus.brunneus;native
Alabama;Ameiurus.catus;native
Alabama;Ameiurus.melas;native
Alabama;Ameiurus.natalis;native
Alabama;Ameiurus.nebulosus;native
Alabama;Amia.calva;native
Alabama;Ammocrypta.beanii;native
Alabama;Ammocrypta.meridiana;native
Alabama;Anguilla.rostrata;native
Alabama;Aphredoderus.sayanus;native
Alabama;Aplodinotus.grunniens;native
Alabama;Campostoma.oligolepis;native
Alabama;Campostoma.pauciradii;native
Alabama;Carpiodes.cyprinus;native
Alabama;Carpiodes.velifer;native
Alabama;Centrarchus.macropterus;native
Alabama;Cottus.bairdii;native
Alabama;Cottus.carolinae;native
Alabama;Cottus.paulus;native
Alabama;Crystallaria.asprella;native
Alabama;Ctenopharyngodon.idella;exotic
Alabama;Cycleptus.elongatus;native
Alabama;Cyprinella.callistia;native
Alabama;Cyprinella.gibbsi;native
Alabama;Cyprinella.lutrensis;exotic
Alabama;Cyprinella.trichroistia;native
Alabama;Cyprinella.venusta;native
Alabama;Cyprinella.whipplei;native
Alabama;Cyprinodon.variegatus.variegatus;native
Alabama;Cyprinus.carpio;exotic
Alabama;Dorosoma.cepedianum;native
Alabama;Dorosoma.petenense;native
Alabama;Elassoma.evergladei;native
Alabama;Elassoma.zonatum;native
Alabama;Enneacanthus.gloriosus;native
Alabama;Enneacanthus.obesus;native
Alabama;Erimyzon.oblongus;native
Alabama;Erimyzon.sucetta;native
Alabama;Erimyzon.tenuis;native
Alabama;Esox.americanus.americanus;native
Alabama;Esox.niger;native
Alabama;Etheostoma.bellator;native
Alabama;Etheostoma.chermocki;native
Alabama;Etheostoma.chlorosomum;native
Alabama;Etheostoma.coosae;native
Alabama;Etheostoma.ditrema;native
Alabama;Etheostoma.douglasi;native
Alabama;Etheostoma.etowahae;native
Alabama;Etheostoma.fusiforme;native
Alabama;Etheostoma.gracile;native
Alabama;Etheostoma.histrio;native
Alabama;Etheostoma.jordani;native
Alabama;Etheostoma.nigrum;native
Alabama;Etheostoma.nuchale;native
Alabama;Etheostoma.parvipinne;native
Alabama;Etheostoma.proeliare;native
Alabama;Etheostoma.ramseyi;native
Alabama;Etheostoma.rupestre;native
Alabama;Etheostoma.scotti;native
Alabama;Etheostoma.stigmaeum;native
Alabama;Etheostoma.swaini;native
Alabama;Etheostoma.tallapoosae;native
Alabama;Etheostoma.trisella;native
Alabama;Etheostoma.whipplei;native
Alabama;Etheostoma.zonifer;native
Alabama;Etheostoma.zonistium;native
Alabama;Fundulus.bifax;native
Alabama;Fundulus.blairae;native
Alabama;Fundulus.catenatus;native
Alabama;Fundulus.chrysotus;native
Alabama;Fundulus.dispar;native
Alabama;Fundulus.notatus;native
Alabama;Fundulus.nottii;native
Alabama;Fundulus.olivaceus;native
Alabama;Fundulus.stellifer;native
Alabama;Gambusia.affinis;native
Alabama;Hemitremia.flammea;native
Alabama;Heterandria.formosa;native
Alabama;Hiodon.tergisus;native
Alabama;Hybognathus.hayi;native
Alabama;Hybognathus.nuchalis;native
Alabama;Hybopsis.lineapunctata;native
Alabama;Hybopsis.winchelli;native
Alabama;Hypentelium.etowanum;native
Alabama;Hypentelium.nigricans;exotic
Alabama;Hypophthalmichthys.molitrix;exotic
Alabama;Ichthyomyzon.castaneus;native
Alabama;Ichthyomyzon.gagei;native
Alabama;Ictalurus.furcatus;native
Alabama;Ictalurus.punctatus;native
Alabama;Ictiobus.bubalus;native
Alabama;Labidesthes.sicculus;native
Alabama;Lampetra.aepyptera;native
Alabama;Lepisosteus.oculatus;native
Alabama;Lepisosteus.osseus;native
Alabama;Lepomis.auritus;native
Alabama;Lepomis.cyanellus;native
Alabama;Lepomis.gulosus;native
Alabama;Lepomis.humilis;native
Alabama;Lepomis.macrochirus;native
Alabama;Lepomis.marginatus;native
Alabama;Lepomis.megalotis;native
Alabama;Lepomis.microlophus;native
Alabama;Lepomis.miniatus;native
Alabama;Lepomis.punctatus;native
Alabama;Lucania.parva;native
Alabama;Luxilus.chrysocephalus;native
Alabama;Luxilus.zonistius;native
Alabama;Lythrurus.ardens;native
Alabama;Lythrurus.atrapiculus;exotic
Alabama;Lythrurus.bellus;native
Alabama;Lythrurus.fasciolaris;native
Alabama;Lythrurus.lirus;native
Alabama;Lythrurus.roseipinnis;native
Alabama;Macrhybopsis.aestivalis;native
Alabama;Macrhybopsis.storeriana;native
Alabama;Menidia.beryllina;native
Alabama;Micropterus.coosae;native
Alabama;Micropterus.punctulatus;native
Alabama;Micropterus.salmoides;native
Alabama;Minytrema.melanops;native
Alabama;Morone.chrysops;exotic
Alabama;Morone.mississippiensis;native
Alabama;Morone.saxatilis;native
Alabama;Moxostoma.anisurum;native
Alabama;Moxostoma.carinatum;native
Alabama;Moxostoma.duquesnii;native
Alabama;Moxostoma.erythrurum;native
Alabama;Moxostoma.poecilurum;native
Alabama;Mugil.cephalus;native
Alabama;Nocomis.leptocephalus;native
Alabama;Nocomis.micropogon;native
Alabama;Notemigonus.crysoleucas;native
Alabama;Notropis.altipinnis;native
Alabama;Notropis.ammophilus;native
Alabama;Notropis.asperifrons;native
Alabama;Notropis.atherinoides;native
Alabama;Notropis.baileyi;native
Alabama;Notropis.buccatus;native
Alabama;Notropis.cahabae;native
Alabama;Notropis.candidus;native
Alabama;Notropis.chalybaeus;native
Alabama;Notropis.chrosomus;native
Alabama;Notropis.edwardraneyi;native
Alabama;Pteronotropis.euryzonus;native
Alabama;Pteronotropis.hypselopterus;native
Alabama;Notropis.longirostris;native
Alabama;Notropis.lutipinnis;native
Alabama;Notropis.maculatus;native
Alabama;Notropis.petersoni;native
Alabama;Pteronotropis.signipinnis;native
Alabama;Notropis.stilbius;native
Alabama;Notropis.texanus;native
Alabama;Notropis.uranoscopus;native
Alabama;Notropis.volucellus;native
Alabama;Notropis.xaenocephalus;native
Alabama;Noturus.funebris;native
Alabama;Noturus.gyrinus;native
Alabama;Noturus.leptacanthus;native
Alabama;Noturus.munitus;native
Alabama;Noturus.nocturnus;native
Alabama;Opsopoeodus.emiliae.emiliae;native
Alabama;Perca.flavescens;exotic
Alabama;Percina.antesella;native
Alabama;Percina.aurolineata;native
Alabama;Percina.lenticula;native
Alabama;Percina.maculata;native
Alabama;Percina.nigrofasciata;native
Alabama;Percina.palmaris;native
Alabama;Percina.sciera;native
Alabama;Percina.shumardi;native
Alabama;Percina.vigil;native
Alabama;Phenacobius.catostomus;native
Alabama;Pimephales.notatus;native
Alabama;Pimephales.vigilax;native
Alabama;Poecilia.latipinna;native
Alabama;Polyodon.spathula;native
Alabama;Pomoxis.annularis;native
Alabama;Pomoxis.nigromaculatus;native
Alabama;Pteronotropis.welaka;native
Alabama;Pylodictis.olivaris;native
Alabama;Rhinichthys.atratulus;native
Alabama;Salvelinus.fontinalis;native
Alabama;Sander.canadensis;native
Alabama;Sander.vitreus;native
Alabama;Scaphirhynchus.platorynchus;native
Alabama;Scaphirhynchus.suttkusi;native
Alabama;Semotilus.atromaculatus;native
Alabama;Semotilus.thoreauianus;native
Alabama;Typhlichthys.subterraneus;native
Alabama;Umbra.pygmaea;native
Alafia;Ameiurus.catus;native
Alafia;Ameiurus.natalis;native
Alafia;Ameiurus.nebulosus;native
Alafia;Amia.calva;native
Alafia;Clarias.batrachus;exotic
Alafia;Elassoma.evergladei;native
Alafia;Erimyzon.sucetta;native
Alafia;Etheostoma.fusiforme;native
Alafia;Fundulus.chrysotus;native
Alafia;Fundulus.cingulatus;native
Alafia;Gambusia.affinis;native
Alafia;Heterandria.formosa;native
Alafia;Jordanella.floridae;native
Alafia;Labidesthes.sicculus;native
Alafia;Lepisosteus.platyrhincus;native
Alafia;Lepomis.gulosus;native
Alafia;Lepomis.macrochirus;native
Alafia;Lepomis.marginatus;native
Alafia;Lepomis.microlophus;native
Alafia;Lepomis.punctatus;native
Alafia;Lucania.goodei;native
Alafia;Micropterus.salmoides;native
Alafia;Notemigonus.crysoleucas;native
Alafia;Notropis.chalybaeus;native
Alafia;Pteronotropis.hypselopterus;native
Alafia;Notropis.petersoni;native
Alafia;Noturus.gyrinus;native
Alafia;Oreochromis.aureus;exotic
Alafia;Poecilia.latipinna;native
Alafia;Pomoxis.nigromaculatus;native
Alafia;Pterygoplichthys.multiradiatus;exotic
Alafia;Sarotherodon.melanotheron;exotic
Alafia;Trinectes.maculatus;native
Alagnak;Cottus.aleuticus;native
Alagnak;Cottus.cognatus;native
Alagnak;Dallia.pectoralis;native
Alagnak;Esox.lucius;native
Alagnak;Gasterosteus.aculeatus;native
Alagnak;Lethenteron.camtschaticum;native
Alagnak;Lota.lota;native
Alagnak;Oncorhynchus.gorbuscha;native
Alagnak;Oncorhynchus.keta;native
Alagnak;Oncorhynchus.kisutch;native
Alagnak;Oncorhynchus.mykiss;native
Alagnak;Oncorhynchus.nerka;native
Alagnak;Oncorhynchus.tshawytscha;native
Alagnak;Prosopium.cylindraceum;native
Alagnak;Pungitius.pungitius;native
Alagnak;Salvelinus.alpinus.alpinus;native
Alagnak;Salvelinus.namaycush;native
Alagnak;Thymallus.arcticus;native
Alara;Alburnus.baliki;native
Alara;Anguilla.anguilla;native
Alara;Capoeta.capoeta.capoeta;native
Alara;Cyprinus.carpio;exotic
Alara;Gambusia.affinis;exotic
Alara;Liza.ramada;native
Alara;Mugil.cephalus;native
Alara;Salaria.fluviatilis;native
Alara;Salmo.trutta;native
Alaska.un.1;Cottus.aleuticus;native
Alaska.un.1;Gasterosteus.aculeatus;native
Alaska.un.1;Oncorhynchus.kisutch;native
Alaska.un.1;Oncorhynchus.mykiss;native
Alaska.un.1;Platichthys.stellatus;native
Alaska.un.1;Salvelinus.malma;native
Alaska.un.2;Cottus.aleuticus;native
Alaska.un.2;Gasterosteus.aculeatus;native
Alaska.un.2;Salvelinus.malma;native
Alazeja;Acipenser.baerii;native
Alazeja;Catostomus.catostomus;native
Alazeja;Coregonus.autumnalis;native
Alazeja;Coregonus.lavaretus;native
Alazeja;Coregonus.muksun;native
Alazeja;Coregonus.nasus;native
Alazeja;Coregonus.peled;native
Alazeja;Coregonus.sardinella;native
Alazeja;Cottus.poecilopus;native
Alazeja;Esox.lucius;native
Alazeja;Gymnocephalus.cernua;native
Alazeja;Hypomesus.olidus;native
Alazeja;Lethenteron.kessleri;native
Alazeja;Leuciscus.leuciscus;native
Alazeja;Lota.lota;native
Alazeja;Oncorhynchus.gorbuscha;native
Alazeja;Oncorhynchus.keta;native
Alazeja;Osmerus.mordax.mordax;native
Alazeja;Perca.fluviatilis;native
Alazeja;Rhynchocypris.czekanowskii;native
Alazeja;Rhynchocypris.percnurus;native
Alazeja;Prosopium.cylindraceum;native
Alazeja;Pungitius.platygaster;native
Alazeja;Salvelinus.alpinus.alpinus;native
Alazeja;Salvelinus.czerskii;native
Alazeja;Stenodus.leucichthys;native
Alazeja;Thymallus.arcticus;native
Alazeja;Myoxocephalus.quadricornis;native
Albany;Acipenser.fulvescens;native
Albany;Catostomus.catostomus;native
Albany;Catostomus.commersonii;native
Albany;Coregonus.artedi;native
Albany;Coregonus.clupeaformis;native
Albany;Coregonus.nigripinnis;native
Albany;Cottus.bairdii;native
Albany;Cottus.cognatus;native
Albany;Cottus.ricei;native
Albany;Couesius.plumbeus;native
Albany;Culaea.inconstans;native
Albany;Esox.lucius;native
Albany;Etheostoma.exile;native
Albany;Etheostoma.nigrum;native
Albany;Gasterosteus.aculeatus;native
Albany;Lota.lota;native
Albany;Margariscus.margarita;native
Albany;Moxostoma.macrolepidotum;native
Albany;Notropis.atherinoides;native
Albany;Notropis.heterolepis;native
Albany;Notropis.hudsonius;native
Albany;Notropis.volucellus;native
Albany;Perca.flavescens;native
Albany;Percina.caprodes;native
Albany;Percina.shumardi;native
Albany;Percopsis.omiscomaycus;native
Albany;Chrosomus.eos;native
Albany;Phoxinus.neogaeus;native
Albany;Pimephales.promelas;native
Albany;Prosopium.cylindraceum;native
Albany;Pungitius.pungitius;native
Albany;Rhinichthys.cataractae;native
Albany;Salvelinus.fontinalis;native
Albany;Salvelinus.namaycush;native
Albany;Sander.canadensis;native
Albany;Sander.vitreus;native
Albegna;Anguilla.anguilla;native
Albegna;Barbus.barbus;exotic
Albegna;Luciobarbus.graellsii;exotic
Albegna;Barbus.tyberinus;native
Albegna;Carassius.auratus;exotic
Albegna;Protochondrostoma.genei;exotic
Albegna;Cyprinus.carpio;exotic
Albegna;Lepomis.gibbosus;exotic
Albegna;Squalius.cephalus;exotic
Albegna;Telestes.muticellus;native
Albegna;Pseudorasbora.parva;exotic
Albegna;Rutilus.rubilio;native
Albegna;Salmo.trutta;exotic
Albegna;Tinca.tinca;native
Aldoma;Cottus.poecilopus;native
Aldoma;Gasterosteus.aculeatus;native
Aldoma;Hypomesus.olidus;native
Aldoma;Lethenteron.reissneri;native
Aldoma;Entosphenus.tridentatus;native
Aldoma;Lota.lota;native
Aldoma;Oncorhynchus.gorbuscha;native
Aldoma;Oncorhynchus.keta;native
Aldoma;Oncorhynchus.kisutch;native
Aldoma;Oncorhynchus.tshawytscha;native
Aldoma;Phoxinus.phoxinus;native
Aldoma;Pungitius.platygaster;native
Aldoma;Salvelinus.japonicus;native
Aldoma;Salvelinus.malma;native
Aldoma;Thymallus.arcticus;native
Aliakmon;Alburnoides.bipunctatus;native
Aliakmon;Alosa.fallax;native
Aliakmon;Anguilla.anguilla;native
Aliakmon;Aphanius.fasciatus;native
Aliakmon;Atherina.boyeri;native
Aliakmon;Barbus.macedonicus;native
Aliakmon;Barbus.peloponnesius;native
Aliakmon;Carassius.auratus;exotic
Aliakmon;Chelon.labrosus;native
Aliakmon;Chondrostoma.vardarense;native
Aliakmon;Cobitis.meridionalis;native
Aliakmon;Cobitis.vardarensis;native
Aliakmon;Cyprinus.carpio;exotic
Aliakmon;Dicentrarchus.labrax;native
Aliakmon;Gambusia.affinis;exotic
Aliakmon;Gasterosteus.aculeatus;native
Aliakmon;Gobio.gobio;native
Aliakmon;Knipowitschia.caucasica;native
Aliakmon;Squalius.cephalus;native
Aliakmon;Liza.ramada;native
Aliakmon;Mugil.cephalus;native
Aliakmon;Pachychilon.macedonicum;native
Aliakmon;Perca.fluviatilis;native
Aliakmon;Pseudorasbora.parva;exotic
Aliakmon;Rhodeus.amarus;native
Aliakmon;Romanogobio.kesslerii;native
Aliakmon;Romanogobio.uranoscopus;native
Aliakmon;Salaria.fluviatilis;native
Aliakmon;Salmo.trutta;exotic
Aliakmon;Scardinius.erythrophthalmus;native
Aliakmon;Silurus.glanis;native
Aliakmon;Syngnathus.abaster;native
Aliakmon;Tinca.tinca;native
Aliakmon;Vimba.melanops;native
Alsek;Acipenser.medirostris;native
Alsek;Acipenser.transmontanus;native
Alsek;Alosa.sapidissima;exotic
Alsek;Catostomus.catostomus;native
Alsek;Coregonus.clupeaformis;native
Alsek;Cottus.aleuticus;native
Alsek;Cottus.asper;native
Alsek;Cottus.cognatus;native
Alsek;Esox.lucius;native
Alsek;Gasterosteus.aculeatus;native
Alsek;Entosphenus.tridentatus;native
Alsek;Lota.lota;native
Alsek;Oncorhynchus.clarkii;native
Alsek;Oncorhynchus.gorbuscha;native
Alsek;Oncorhynchus.keta;native
Alsek;Oncorhynchus.kisutch;native
Alsek;Oncorhynchus.mykiss;native
Alsek;Oncorhynchus.nerka;native
Alsek;Oncorhynchus.tshawytscha;native
Alsek;Osmerus.mordax.mordax;native
Alsek;Platichthys.stellatus;native
Alsek;Prosopium.coulterii;native
Alsek;Prosopium.cylindraceum;native
Alsek;Salvelinus.malma;native
Alsek;Salvelinus.namaycush;native
Alsek;Spirinchus.thaleichthys;native
Alsek;Thaleichthys.pacificus;native
Alsek;Thymallus.arcticus;native
Altaelva;Anguilla.anguilla;native
Altaelva;Gasterosteus.aculeatus;native
Altaelva;Oncorhynchus.gorbuscha;exotic
Altaelva;Petromyzon.marinus;native
Altaelva;Pungitius.pungitius;native
Altaelva;Salmo.salar;native
Altaelva;Salmo.trutta;native
Altaelva;Salvelinus.alpinus.alpinus;native
Altaelva;Myoxocephalus.quadricornis;native
Altamaha;Acantharchus.pomotis;native
Altamaha;Acipenser.brevirostrum;native
Altamaha;Acipenser.oxyrinchus;native
Altamaha;Alosa.aestivalis;native
Altamaha;Alosa.mediocris;native
Altamaha;Alosa.sapidissima;native
Altamaha;Ameiurus.brunneus;native
Altamaha;Ameiurus.catus;native
Altamaha;Ameiurus.natalis;native
Altamaha;Ameiurus.nebulosus;native
Altamaha;Ameiurus.platycephalus;native
Altamaha;Amia.calva;native
Altamaha;Anguilla.rostrata;native
Altamaha;Aphredoderus.sayanus;native
Altamaha;Campostoma.pauciradii;native
Altamaha;Centrarchus.macropterus;native
Altamaha;Chologaster.cornuta;native
Altamaha;Cyprinella.leedsi;native
Altamaha;Cyprinodon.variegatus.variegatus;native
Altamaha;Dorosoma.cepedianum;native
Altamaha;Elassoma.evergladei;native
Altamaha;Elassoma.okefenokee;native
Altamaha;Elassoma.zonatum;native
Altamaha;Enneacanthus.chaetodon;native
Altamaha;Enneacanthus.gloriosus;native
Altamaha;Enneacanthus.obesus;native
Altamaha;Erimyzon.oblongus;native
Altamaha;Erimyzon.sucetta;native
Altamaha;Esox.americanus.americanus;native
Altamaha;Esox.niger;native
Altamaha;Etheostoma.fusiforme;native
Altamaha;Etheostoma.hopkinsi;native
Altamaha;Etheostoma.inscriptum;native
Altamaha;Etheostoma.olmstedi;native
Altamaha;Fundulus.chrysotus;native
Altamaha;Fundulus.confluentus;native
Altamaha;Fundulus.lineolatus;native
Altamaha;Gambusia.affinis;native
Altamaha;Heterandria.formosa;native
Altamaha;Hybognathus.regius;native
Altamaha;Hybopsis.rubrifrons;native
Altamaha;Hypentelium.nigricans;native
Altamaha;Labidesthes.sicculus;native
Altamaha;Lepisosteus.osseus;native
Altamaha;Lepisosteus.platyrhincus;native
Altamaha;Lepomis.auritus;native
Altamaha;Lepomis.gulosus;native
Altamaha;Lepomis.macrochirus;native
Altamaha;Lepomis.marginatus;native
Altamaha;Lepomis.microlophus;native
Altamaha;Lepomis.punctatus;native
Altamaha;Leptolucania.ommata;native
Altamaha;Lucania.parva;native
Altamaha;Luxilus.zonistius;native
Altamaha;Menidia.beryllina;native
Altamaha;Micropterus.salmoides;native
Altamaha;Minytrema.melanops;native
Altamaha;Morone.saxatilis;native
Altamaha;Moxostoma.anisurum;native
Altamaha;Moxostoma.robustum;native
Altamaha;Moxostoma.rupiscartes;native
Altamaha;Mugil.cephalus;native
Altamaha;Nocomis.leptocephalus;native
Altamaha;Notemigonus.crysoleucas;native
Altamaha;Notropis.chalybaeus;native
Altamaha;Notropis.cummingsae;native
Altamaha;Notropis.harperi;native
Altamaha;Notropis.hudsonius;native
Altamaha;Pteronotropis.hypselopterus;native
Altamaha;Notropis.lutipinnis;native
Altamaha;Notropis.maculatus;native
Altamaha;Notropis.petersoni;native
Altamaha;Noturus.gyrinus;native
Altamaha;Noturus.insignis;native
Altamaha;Noturus.leptacanthus;native
Altamaha;Opsopoeodus.emiliae.emiliae;native
Altamaha;Percina.nigrofasciata;native
Altamaha;Petromyzon.marinus;native
Altamaha;Poecilia.latipinna;native
Altamaha;Pomoxis.nigromaculatus;native
Altamaha;Trinectes.maculatus;native
Amazon;Abramites.hypselonotus;native
Amazon;Acanthicus.hystrix;native
Amazon;Acanthobunocephalus.nicoi;native
Amazon;Acanthodoras.cataphractus;native
Amazon;Acanthodoras.depressus;native
Amazon;Acanthodoras.spinosissimus;native
Amazon;Acanthopoma.annectens;native
Amazon;Acarichthys.heckelii;native
Amazon;Acaronia.nassa;native
Amazon;Acaronia.vultuosa;native
Amazon;Acestridium.dichromum;native
Amazon;Acestridium.discus;native
Amazon;Acestridium.martini;native
Amazon;Acestrocephalus.boehlkei;native
Amazon;Acestrocephalus.sardina;native
Amazon;Acestrorhynchus.abbreviatus;native
Amazon;Acestrorhynchus.altus;native
Amazon;Acestrorhynchus.falcatus;native
Amazon;Acestrorhynchus.falcirostris;native
Amazon;Acestrorhynchus.grandoculis;native
Amazon;Acestrorhynchus.heterolepis;native
Amazon;Acestrorhynchus.isalineae;native
Amazon;Acestrorhynchus.maculipinna;native
Amazon;Acestrorhynchus.microlepis;native
Amazon;Acestrorhynchus.minimus;native
Amazon;Acestrorhynchus.nasutus;native
Amazon;Acestrorhynchus.pantaneiro;native
